tube_assembly_id,component_id,quantity
TA-10288,C-1630,1.0
TA-10288,C-1699,1.0
TA-10289,C-1625,1.0
TA-10289,C-1632,1.0
TA-10290,C-1624,2.0
TA-10290,C-1631,2.0
TA-10291,C-1624,2.0
TA-10291,C-1631,2.0
TA-10292,C-1624,2.0
TA-10292,C-1631,2.0
TA-10293,C-1624,2.0
TA-10293,C-1631,2.0
TA-10294,C-1620,2.0
TA-10294,C-1627,2.0
TA-10295,C-1620,2.0
TA-10295,C-1627,2.0
TA-10296,C-1644,1.0
TA-10296,C-0703,1.0
TA-10297,C-1420,1.0
TA-10297,C-1421,1.0
TA-10297,C-0045,1.0
TA-10298,C-1622,2.0
TA-10298,C-1629,2.0
TA-10299,C-1622,2.0
TA-10299,C-1629,2.0
TA-10300,C-0699,1.0
TA-10300,C-0752,1.0
TA-10301,C-0699,1.0
TA-10301,C-0752,1.0
TA-10302,C-1644,1.0
TA-10302,C-0703,1.0
TA-10304,C-1385,2.0
TA-10304,C-1386,2.0
TA-10305,C-1385,2.0
TA-10305,C-1386,2.0
TA-10306,C-1385,2.0
TA-10306,C-1386,2.0
TA-10307,C-1385,2.0
TA-10307,C-1386,2.0
TA-10308,C-1385,2.0
TA-10308,C-1386,2.0
TA-10309,C-1385,2.0
TA-10309,C-1386,2.0
TA-10310,C-1624,1.0
TA-10310,C-1631,1.0
TA-10310,C-1641,1.0
TA-10311,C-1622,2.0
TA-10311,C-1629,2.0
TA-10312,C-1624,1.0
TA-10312,C-1631,1.0
TA-10312,C-1641,1.0
TA-10313,C-1622,2.0
TA-10313,C-1629,2.0
TA-10313,C-1639,2.0
TA-10314,C-1624,2.0
TA-10314,C-1631,2.0
TA-10315,C-1622,2.0
TA-10315,C-1629,2.0
TA-10316,C-1622,2.0
TA-10316,C-1629,2.0
TA-10317,C-1622,2.0
TA-10317,C-1629,2.0
TA-10318,C-1622,2.0
TA-10318,C-1629,2.0
TA-10319,C-1621,2.0
TA-10319,C-1628,2.0
TA-10320,C-1420,2.0
TA-10320,C-1421,2.0
TA-10321,C-1373,1.0
TA-10322,C-0789,1.0
TA-10323,C-1625,2.0
TA-10323,C-1635,2.0
TA-10324,C-1625,2.0
TA-10324,C-1635,2.0
TA-10325,C-0477,1.0
TA-10325,C-1223,1.0
TA-10325,C-1861,1.0
TA-10325,C-0685,1.0
TA-10325,C-0788,1.0
TA-10326,C-1622,2.0
TA-10326,C-1629,2.0
TA-10327,C-1622,2.0
TA-10327,C-1629,2.0
TA-10328,C-1621,1.0
TA-10328,C-1622,1.0
TA-10328,C-1628,1.0
TA-10328,C-1660,1.0
TA-10329,C-1621,1.0
TA-10329,C-1622,1.0
TA-10329,C-1628,1.0
TA-10329,C-1660,1.0
TA-10330,C-1312,2.0
TA-10331,C-1312,2.0
TA-10332,C-1312,2.0
TA-10333,C-1312,2.0
TA-10334,C-1312,2.0
TA-10335,C-1622,1.0
TA-10335,C-1629,1.0
TA-10335,C-1639,1.0
TA-10336,C-1622,1.0
TA-10336,C-1629,1.0
TA-10336,C-1639,1.0
TA-10337,C-1625,2.0
TA-10337,C-1632,2.0
TA-10338,C-1621,2.0
TA-10338,C-1628,2.0
TA-10339,C-1631,2.0
TA-10339,C-0580,2.0
TA-10340,C-1631,2.0
TA-10340,C-0580,2.0
TA-10341,C-1631,2.0
TA-10341,C-0580,2.0
TA-10342,C-1628,2.0
TA-10342,C-2030,2.0
TA-10343,C-1628,2.0
TA-10343,C-2030,2.0
TA-10344,C-1628,2.0
TA-10344,C-2030,2.0
TA-10345,C-1628,2.0
TA-10345,C-2030,2.0
TA-10346,C-1475,1.0
TA-10346,C-1476,1.0
TA-10347,C-0444,2.0
TA-10347,C-0445,2.0
TA-10348,C-0444,2.0
TA-10348,C-0445,2.0
TA-10349,C-1355,1.0
TA-10349,C-1356,1.0
TA-10350,C-1203,1.0
TA-10350,C-0008,1.0
TA-10351,C-1622,1.0
TA-10351,C-1629,1.0
TA-10351,C-1970,1.0
TA-10352,C-1642,1.0
TA-10352,C-0599,1.0
TA-10353,C-1621,1.0
TA-10353,C-1628,1.0
TA-10353,C-1638,1.0
TA-10354,C-1621,1.0
TA-10354,C-1628,1.0
TA-10354,C-1638,1.0
TA-10355,C-0168,1.0
TA-10355,C-0787,1.0
TA-10356,C-1866,1.0
TA-10356,C-1867,1.0
TA-10357,C-1866,1.0
TA-10357,C-1867,1.0
TA-10358,C-1622,2.0
TA-10358,C-1629,2.0
TA-10359,C-0640,1.0
TA-10360,C-1615,1.0
TA-10360,C-0794,1.0
TA-10361,C-0699,1.0
TA-10361,C-0777,2.0
TA-10362,C-1624,1.0
TA-10362,C-1631,1.0
TA-10362,C-1641,1.0
TA-10363,C-1624,1.0
TA-10363,C-1631,1.0
TA-10363,C-1641,1.0
TA-10363,C-1839,1.0
TA-10364,C-1624,1.0
TA-10364,C-1631,1.0
TA-10364,C-1641,1.0
TA-10365,C-1624,1.0
TA-10365,C-1631,1.0
TA-10365,C-1641,1.0
TA-10366,C-0699,1.0
TA-10366,C-0751,1.0
TA-10366,C-0795,1.0
TA-10367,C-1845,2.0
TA-10367,C-1846,2.0
TA-10368,C-1621,2.0
TA-10368,C-1628,2.0
TA-10369,C-1621,2.0
TA-10369,C-1628,2.0
TA-10371,C-0732,1.0
TA-10372,C-1866,1.0
TA-10372,C-1867,1.0
TA-10373,C-1625,1.0
TA-10373,C-1632,1.0
TA-10373,C-1649,1.0
TA-10374,C-1626,2.0
TA-10374,C-1633,2.0
TA-10375,C-1626,2.0
TA-10375,C-1633,2.0
TA-10376,C-1555,1.0
TA-10377,C-1555,1.0
TA-10378,C-1355,1.0
TA-10379,C-1420,2.0
TA-10379,C-1421,2.0
TA-10380,C-1621,2.0
TA-10380,C-1628,2.0
TA-10381,C-1545,1.0
TA-10382,C-1615,1.0
TA-10383,C-1621,1.0
TA-10383,C-1628,1.0
TA-10383,C-1638,1.0
TA-10384,C-1195,1.0
TA-10384,C-0345,2.0
TA-10385,C-1195,1.0
TA-10385,C-0345,2.0
TA-10388,C-1882,2.0
TA-10389,C-1621,1.0
TA-10389,C-1628,1.0
TA-10389,C-1638,1.0
TA-10390,C-1623,2.0
TA-10390,C-1630,2.0
TA-10391,C-1625,2.0
TA-10391,C-1632,2.0
TA-10392,C-1625,2.0
TA-10392,C-1632,2.0
TA-10393,C-1623,2.0
TA-10393,C-1630,2.0
TA-10394,C-1621,1.0
TA-10394,C-1628,1.0
TA-10394,C-1638,1.0
TA-10395,C-1621,2.0
TA-10395,C-1628,2.0
TA-10396,C-1625,2.0
TA-10396,C-1632,2.0
TA-10397,C-1845,1.0
TA-10397,C-1846,1.0
TA-10398,C-1624,2.0
TA-10398,C-1631,2.0
TA-10399,C-1624,1.0
TA-10399,C-1631,1.0
TA-10399,C-1641,1.0
TA-10400,C-1624,1.0
TA-10400,C-1631,1.0
TA-10400,C-1641,1.0
TA-10401,C-1385,2.0
TA-10401,C-1386,2.0
TA-10402,C-1385,2.0
TA-10402,C-1386,2.0
TA-10403,C-1638,1.0
TA-10403,C-1645,1.0
TA-10404,C-1932,1.0
TA-10404,C-0883,1.0
TA-10405,C-1624,1.0
TA-10405,C-1631,1.0
TA-10405,C-1889,1.0
TA-10406,C-1624,1.0
TA-10406,C-1631,1.0
TA-10406,C-1889,1.0
TA-10407,C-1621,2.0
TA-10407,C-1628,2.0
TA-10408,C-1642,1.0
TA-10408,C-1649,1.0
TA-10409,C-1642,1.0
TA-10409,C-1649,1.0
TA-10410,C-1621,1.0
TA-10410,C-1628,1.0
TA-10410,C-1638,1.0
TA-10411,C-1642,1.0
TA-10411,C-1649,1.0
TA-10412,C-1642,1.0
TA-10412,C-1649,1.0
TA-10413,C-0797,1.0
TA-10415,C-1629,2.0
TA-10415,C-0579,2.0
TA-10416,C-1629,2.0
TA-10416,C-0579,2.0
TA-10417,C-1845,1.0
TA-10417,C-1846,1.0
TA-10418,C-1845,1.0
TA-10418,C-1846,1.0
TA-10419,C-1845,2.0
TA-10419,C-1846,2.0
TA-10420,C-0699,1.0
TA-10420,C-0751,1.0
TA-10421,C-0699,1.0
TA-10421,C-0751,1.0
TA-10422,C-1621,2.0
TA-10422,C-1628,2.0
TA-10423,C-1649,1.0
TA-10423,C-0807,1.0
TA-10424,C-1649,1.0
TA-10424,C-0807,1.0
TA-10425,C-1623,2.0
TA-10425,C-1630,2.0
TA-10426,C-1623,1.0
TA-10426,C-1630,1.0
TA-10426,C-1640,1.0
TA-10427,C-1312,2.0
TA-10428,C-1203,1.0
TA-10428,C-0008,1.0
TA-10429,C-1615,1.0
TA-10429,C-0008,1.0
TA-10430,C-1626,1.0
TA-10430,C-1633,1.0
TA-10430,C-1643,1.0
TA-10431,C-1626,1.0
TA-10431,C-1633,1.0
TA-10431,C-1643,1.0
TA-10436,C-0162,1.0
TA-10438,C-1632,1.0
TA-10438,C-0749,1.0
TA-10439,C-1411,1.0
TA-10440,C-0165,2.0
TA-10449,C-0423,1.0
TA-10449,C-1233,1.0
TA-10450,C-1621,2.0
TA-10450,C-1628,2.0
TA-10451,C-1621,2.0
TA-10451,C-1628,2.0
TA-10452,C-1615,1.0
TA-10453,C-0568,1.0
TA-10453,C-0808,1.0
TA-10454,C-2020,1.0
TA-10454,C-2021,1.0
TA-10455,C-0275,1.0
TA-10456,C-0275,1.0
TA-10457,C-0809,2.0
TA-10458,C-1648,2.0
TA-10459,C-1648,2.0
TA-10460,C-1621,1.0
TA-10460,C-1628,1.0
TA-10460,C-1638,1.0
TA-10461,C-1621,2.0
TA-10461,C-1628,2.0
TA-10462,C-1621,2.0
TA-10462,C-1628,2.0
TA-10463,C-1621,2.0
TA-10463,C-1628,2.0
TA-10464,C-1621,2.0
TA-10464,C-1628,2.0
TA-10466,C-0444,1.0
TA-10466,C-0445,1.0
TA-10467,C-1963,1.0
TA-10467,C-0071,2.0
TA-10467,C-0079,2.0
TA-10468,C-1963,1.0
TA-10468,C-0071,2.0
TA-10468,C-0079,1.0
TA-10468,C-0881,1.0
TA-10469,C-0071,1.0
TA-10469,C-0804,1.0
TA-10469,C-0808,1.0
TA-10469,C-0880,1.0
TA-10470,C-1444,1.0
TA-10471,C-1620,2.0
TA-10471,C-1627,2.0
TA-10475,C-1622,1.0
TA-10475,C-1629,1.0
TA-10475,C-1639,1.0
TA-10476,C-1622,1.0
TA-10476,C-1629,1.0
TA-10476,C-1639,1.0
TA-10477,C-1622,1.0
TA-10477,C-1629,1.0
TA-10477,C-1639,1.0
TA-10478,C-1622,1.0
TA-10478,C-1629,1.0
TA-10478,C-1639,1.0
TA-10479,C-0423,1.0
TA-10479,C-1233,1.0
TA-10480,C-1623,1.0
TA-10480,C-1630,1.0
TA-10480,C-1640,1.0
TA-10481,C-1312,2.0
TA-10482,C-1312,2.0
TA-10483,C-1621,2.0
TA-10483,C-1628,2.0
TA-10484,C-1620,2.0
TA-10484,C-1627,2.0
TA-10485,C-1624,1.0
TA-10485,C-1631,1.0
TA-10485,C-2005,1.0
TA-10487,C-0424,2.0
TA-10487,C-1497,2.0
TA-10488,C-1622,1.0
TA-10488,C-1629,1.0
TA-10488,C-1639,1.0
TA-10489,C-1631,2.0
TA-10489,C-0580,2.0
TA-10490,C-1631,2.0
TA-10490,C-0580,2.0
TA-10491,C-0801,1.0
TA-10492,C-1641,2.0
TA-10493,C-1638,2.0
TA-10494,C-1621,1.0
TA-10494,C-1628,1.0
TA-10494,C-1638,1.0
TA-10495,C-1620,1.0
TA-10495,C-1627,1.0
TA-10495,C-1637,1.0
TA-10496,C-1621,1.0
TA-10496,C-1628,1.0
TA-10496,C-1638,1.0
TA-10501,C-1622,1.0
TA-10501,C-1629,1.0
TA-10501,C-1639,1.0
TA-10502,C-1622,1.0
TA-10502,C-1629,1.0
TA-10502,C-1639,1.0
TA-10503,C-1622,1.0
TA-10503,C-1629,1.0
TA-10503,C-1639,1.0
TA-10504,C-1624,1.0
TA-10504,C-1631,1.0
TA-10504,C-1641,1.0
TA-10505,C-1624,1.0
TA-10505,C-1631,1.0
TA-10505,C-1641,1.0
TA-10506,C-1624,1.0
TA-10506,C-1631,1.0
TA-10506,C-1641,1.0
TA-10507,C-1622,2.0
TA-10507,C-1629,2.0
TA-10508,C-1622,2.0
TA-10508,C-1629,2.0
TA-10509,C-1845,2.0
TA-10509,C-1846,2.0
TA-10510,C-1845,2.0
TA-10510,C-1846,2.0
TA-10511,C-1621,2.0
TA-10511,C-1628,2.0
TA-10512,C-1621,2.0
TA-10512,C-1628,2.0
TA-10513,C-1621,2.0
TA-10513,C-1628,2.0
TA-10514,C-1845,2.0
TA-10514,C-1846,2.0
TA-10515,C-1845,2.0
TA-10515,C-1846,2.0
TA-10516,C-0562,1.0
TA-10517,C-0448,1.0
TA-10517,C-0449,1.0
TA-10517,C-1622,1.0
TA-10517,C-1629,1.0
TA-10518,C-1624,1.0
TA-10518,C-1655,1.0
TA-10518,C-0388,1.0
TA-10519,C-1625,1.0
TA-10519,C-1632,1.0
TA-10519,C-2032,1.0
TA-10520,C-1625,1.0
TA-10520,C-1632,1.0
TA-10520,C-1642,1.0
TA-10521,C-1621,1.0
TA-10521,C-1628,1.0
TA-10521,C-1638,1.0
TA-10522,C-1621,1.0
TA-10522,C-1628,1.0
TA-10522,C-1870,1.0
TA-10523,C-0065,1.0
TA-10523,C-0074,1.0
TA-10524,C-0065,1.0
TA-10524,C-0074,1.0
TA-10525,C-1792,1.0
TA-10525,C-0546,1.0
TA-10526,C-1792,1.0
TA-10526,C-0221,1.0
TA-10527,C-1792,1.0
TA-10527,C-0221,1.0
TA-10528,C-1792,1.0
TA-10528,C-0221,1.0
TA-10529,C-1768,1.0
TA-10529,C-0220,1.0
TA-10530,C-1792,1.0
TA-10530,C-0221,1.0
TA-10531,C-1768,1.0
TA-10531,C-0220,1.0
TA-10532,C-1621,2.0
TA-10532,C-1628,2.0
TA-10533,C-1622,2.0
TA-10533,C-1629,2.0
TA-10534,C-1622,1.0
TA-10534,C-1629,1.0
TA-10534,C-1639,1.0
TA-10535,C-1622,2.0
TA-10535,C-1629,2.0
TA-10536,C-1625,1.0
TA-10536,C-1632,1.0
TA-10537,C-1625,1.0
TA-10537,C-1632,1.0
TA-10538,C-1629,2.0
TA-10538,C-0579,2.0
TA-10539,C-1629,2.0
TA-10539,C-0579,2.0
TA-10541,C-0562,1.0
TA-10542,C-1845,2.0
TA-10542,C-1846,2.0
TA-10544,C-1352,1.0
TA-10545,C-0803,1.0
TA-10546,C-1621,2.0
TA-10546,C-1628,2.0
TA-10547,C-1638,2.0
TA-10548,C-1621,1.0
TA-10548,C-1628,1.0
TA-10548,C-1638,1.0
TA-10549,C-0568,1.0
TA-10549,C-0808,1.0
TA-10550,C-0568,1.0
TA-10550,C-0808,1.0
TA-10555,C-1622,2.0
TA-10555,C-1629,2.0
TA-10556,C-1622,2.0
TA-10556,C-1629,2.0
TA-10557,C-1622,1.0
TA-10557,C-1629,1.0
TA-10557,C-1639,1.0
TA-10558,C-1622,1.0
TA-10558,C-1629,1.0
TA-10558,C-1639,1.0
TA-10559,C-1623,2.0
TA-10559,C-1630,2.0
TA-10562,C-1621,2.0
TA-10562,C-1628,2.0
TA-10563,C-1622,1.0
TA-10563,C-1629,1.0
TA-10565,C-0071,1.0
TA-10565,C-0269,1.0
TA-10565,C-0275,1.0
TA-10565,C-0652,1.0
TA-10566,C-1625,2.0
TA-10566,C-1632,2.0
TA-10567,C-1624,2.0
TA-10567,C-1631,2.0
TA-10568,C-1624,1.0
TA-10568,C-1625,1.0
TA-10568,C-1631,1.0
TA-10568,C-1652,1.0
TA-10569,C-1625,2.0
TA-10569,C-1632,2.0
TA-10570,C-1625,2.0
TA-10570,C-1632,2.0
TA-10571,C-1625,2.0
TA-10571,C-1632,2.0
TA-10572,C-1625,2.0
TA-10572,C-1632,2.0
TA-10573,C-1625,1.0
TA-10573,C-1632,1.0
TA-10573,C-1649,1.0
TA-10574,C-1625,1.0
TA-10574,C-1632,1.0
TA-10574,C-1649,1.0
TA-10574,C-1697,1.0
TA-10577,C-1195,1.0
TA-10577,C-0345,2.0
TA-10578,C-1195,1.0
TA-10578,C-0345,2.0
TA-10579,C-1622,2.0
TA-10579,C-1629,2.0
TA-10580,C-1209,1.0
TA-10580,C-1638,1.0
TA-10581,C-1209,1.0
TA-10581,C-1638,1.0
TA-10582,C-1621,2.0
TA-10582,C-1628,2.0
TA-10583,C-1845,2.0
TA-10583,C-1846,2.0
TA-10584,C-1623,2.0
TA-10584,C-1630,2.0
TA-10585,C-1623,1.0
TA-10585,C-1630,1.0
TA-10585,C-1640,1.0
TA-10588,C-1621,2.0
TA-10588,C-1628,2.0
TA-10589,C-1845,2.0
TA-10589,C-1846,2.0
TA-10590,C-1845,1.0
TA-10590,C-1846,1.0
TA-10590,C-0007,1.0
TA-10591,C-1845,2.0
TA-10591,C-1846,2.0
TA-10592,C-1845,2.0
TA-10592,C-1846,2.0
TA-10593,C-1845,2.0
TA-10593,C-1846,2.0
TA-10594,C-1621,2.0
TA-10594,C-1628,2.0
TA-10595,C-1621,2.0
TA-10595,C-1628,2.0
TA-10596,C-1625,2.0
TA-10596,C-1632,2.0
TA-10597,C-1625,2.0
TA-10597,C-1632,2.0
TA-10598,C-1344,1.0
TA-10598,C-1625,1.0
TA-10598,C-1632,1.0
TA-10599,C-1344,1.0
TA-10599,C-1625,1.0
TA-10599,C-1632,1.0
TA-10600,C-1624,1.0
TA-10600,C-1625,1.0
TA-10600,C-1631,1.0
TA-10600,C-1652,1.0
TA-10601,C-1631,2.0
TA-10601,C-0580,2.0
TA-10602,C-1623,1.0
TA-10602,C-1630,1.0
TA-10602,C-1647,1.0
TA-10603,C-1623,1.0
TA-10603,C-1630,1.0
TA-10603,C-1647,1.0
TA-10604,C-1623,1.0
TA-10604,C-1630,1.0
TA-10604,C-1647,1.0
TA-10605,C-1623,1.0
TA-10605,C-1630,1.0
TA-10605,C-1647,1.0
TA-10606,C-1623,1.0
TA-10606,C-1630,1.0
TA-10606,C-1647,1.0
TA-10607,C-1623,1.0
TA-10607,C-1630,1.0
TA-10607,C-1647,1.0
TA-10608,C-1623,1.0
TA-10608,C-1630,1.0
TA-10608,C-1647,1.0
TA-10609,C-1623,1.0
TA-10609,C-1630,1.0
TA-10609,C-1647,1.0
TA-10610,C-1623,2.0
TA-10610,C-1630,2.0
TA-10611,C-1623,1.0
TA-10611,C-1630,1.0
TA-10611,C-1647,1.0
TA-10612,C-1623,1.0
TA-10612,C-1630,1.0
TA-10612,C-1647,1.0
TA-10613,C-0698,1.0
TA-10616,C-1624,1.0
TA-10616,C-1631,1.0
TA-10616,C-1641,1.0
TA-10617,C-0674,1.0
TA-10618,C-0674,1.0
TA-10619,C-1625,2.0
TA-10619,C-1632,2.0
TA-10620,C-1625,2.0
TA-10620,C-1632,2.0
TA-10621,C-0385,1.0
TA-10622,C-1203,1.0
TA-10623,C-1621,2.0
TA-10623,C-1628,2.0
TA-10624,C-1352,1.0
TA-10625,C-1641,2.0
TA-10626,C-1536,1.0
TA-10626,C-1625,1.0
TA-10626,C-1632,1.0
TA-10626,C-1718,1.0
TA-10627,C-1536,1.0
TA-10627,C-1625,1.0
TA-10627,C-1632,1.0
TA-10627,C-1718,1.0
TA-10628,C-0101,2.0
TA-10628,C-0102,2.0
TA-10629,C-0101,2.0
TA-10629,C-0102,2.0
TA-10630,C-0101,2.0
TA-10630,C-0102,2.0
TA-10632,C-1629,2.0
TA-10632,C-0579,2.0
TA-10633,C-1628,2.0
TA-10633,C-2030,2.0
TA-10634,C-1628,2.0
TA-10634,C-2030,2.0
TA-10635,C-1628,2.0
TA-10635,C-2030,2.0
TA-10636,C-1628,2.0
TA-10636,C-2030,2.0
TA-10637,C-1223,1.0
TA-10637,C-1359,1.0
TA-10637,C-0598,1.0
TA-10637,C-0685,1.0
TA-10638,C-1621,2.0
TA-10638,C-1628,2.0
TA-10639,C-1625,1.0
TA-10639,C-1632,1.0
TA-10639,C-1642,1.0
TA-10640,C-1625,1.0
TA-10640,C-1632,1.0
TA-10640,C-1642,1.0
TA-10641,C-1642,1.0
TA-10641,C-1649,1.0
TA-10642,C-1243,2.0
TA-10642,C-1244,2.0
TA-10643,C-1243,2.0
TA-10643,C-1244,2.0
TA-10644,C-1495,2.0
TA-10645,C-1623,1.0
TA-10645,C-1630,1.0
TA-10645,C-0369,1.0
TA-10646,C-1623,2.0
TA-10646,C-1630,2.0
TA-10647,C-1623,1.0
TA-10647,C-1630,1.0
TA-10647,C-0210,1.0
TA-10648,C-1623,1.0
TA-10648,C-1630,1.0
TA-10648,C-0369,1.0
TA-10649,C-1623,1.0
TA-10649,C-1630,1.0
TA-10649,C-0210,1.0
TA-10650,C-1623,1.0
TA-10650,C-1630,1.0
TA-10650,C-0210,1.0
TA-10650,C-0214,1.0
TA-10651,C-1623,2.0
TA-10651,C-1630,2.0
TA-10651,C-0214,1.0
TA-10652,C-1623,1.0
TA-10652,C-1630,1.0
TA-10652,C-0210,1.0
TA-10652,C-0214,1.0
TA-10653,C-1623,2.0
TA-10653,C-1630,2.0
TA-10654,C-1623,1.0
TA-10654,C-1630,1.0
TA-10654,C-0210,1.0
TA-10655,C-1623,1.0
TA-10655,C-1630,1.0
TA-10655,C-0211,1.0
TA-10656,C-1623,2.0
TA-10656,C-1630,2.0
TA-10657,C-1623,1.0
TA-10657,C-1630,1.0
TA-10657,C-0210,1.0
TA-10657,C-0214,1.0
TA-10658,C-1623,1.0
TA-10658,C-1630,1.0
TA-10658,C-0211,1.0
TA-10659,C-1623,1.0
TA-10659,C-1630,1.0
TA-10659,C-0210,1.0
TA-10660,C-1623,2.0
TA-10660,C-1630,2.0
TA-10661,C-1640,1.0
TA-10661,C-0217,1.0
TA-10662,C-1640,1.0
TA-10662,C-0217,1.0
TA-10663,C-1623,2.0
TA-10663,C-1630,2.0
TA-10664,C-1623,2.0
TA-10664,C-1630,2.0
TA-10665,C-1623,2.0
TA-10665,C-1630,2.0
TA-10666,C-1623,1.0
TA-10666,C-1630,1.0
TA-10666,C-0210,1.0
TA-10666,C-0214,1.0
TA-10667,C-1640,1.0
TA-10667,C-0217,1.0
TA-10668,C-1623,1.0
TA-10668,C-1630,1.0
TA-10668,C-0211,1.0
TA-10668,C-0214,1.0
TA-10669,C-1623,1.0
TA-10669,C-1630,1.0
TA-10669,C-0211,1.0
TA-10670,C-1623,1.0
TA-10670,C-1630,1.0
TA-10670,C-0210,1.0
TA-10671,C-1623,1.0
TA-10671,C-1630,1.0
TA-10671,C-0369,1.0
TA-10672,C-0210,1.0
TA-10672,C-0211,1.0
TA-10672,C-0214,1.0
TA-10673,C-1623,2.0
TA-10673,C-1630,2.0
TA-10674,C-1623,1.0
TA-10674,C-1630,1.0
TA-10674,C-0210,1.0
TA-10674,C-0214,1.0
TA-10675,C-1623,1.0
TA-10675,C-1630,1.0
TA-10675,C-0211,1.0
TA-10676,C-1623,2.0
TA-10676,C-1630,2.0
TA-10677,C-1623,2.0
TA-10677,C-1630,2.0
TA-10678,C-1623,2.0
TA-10678,C-1630,2.0
TA-10679,C-1623,1.0
TA-10679,C-1630,1.0
TA-10679,C-0211,1.0
TA-10680,C-1623,2.0
TA-10680,C-1630,2.0
TA-10680,C-0214,1.0
TA-10681,C-1623,1.0
TA-10681,C-1630,1.0
TA-10681,C-0211,1.0
TA-10681,C-0214,1.0
TA-10682,C-1623,1.0
TA-10682,C-1630,1.0
TA-10682,C-0210,1.0
TA-10682,C-0214,1.0
TA-10683,C-1623,2.0
TA-10683,C-1630,2.0
TA-10684,C-1623,1.0
TA-10684,C-1630,1.0
TA-10684,C-0369,1.0
TA-10685,C-1623,1.0
TA-10685,C-1630,1.0
TA-10685,C-0210,1.0
TA-10685,C-0214,1.0
TA-10686,C-1623,1.0
TA-10686,C-1630,1.0
TA-10686,C-1647,1.0
TA-10687,C-1623,2.0
TA-10687,C-1630,2.0
TA-10688,C-1622,1.0
TA-10688,C-1629,1.0
TA-10688,C-1639,1.0
TA-10689,C-1622,1.0
TA-10689,C-1629,1.0
TA-10689,C-1639,1.0
TA-10690,C-1624,2.0
TA-10690,C-1631,2.0
TA-10691,C-1622,1.0
TA-10691,C-1629,1.0
TA-10691,C-1639,1.0
TA-10692,C-1622,1.0
TA-10692,C-1629,1.0
TA-10692,C-1639,1.0
TA-10693,C-1243,2.0
TA-10693,C-1244,2.0
TA-10694,C-0064,1.0
TA-10695,C-1713,1.0
TA-10696,C-1344,1.0
TA-10696,C-1625,1.0
TA-10696,C-1632,1.0
TA-10697,C-1344,1.0
TA-10697,C-1625,1.0
TA-10697,C-1632,1.0
TA-10698,C-1625,1.0
TA-10698,C-1632,1.0
TA-10698,C-1649,1.0
TA-10699,C-1625,1.0
TA-10699,C-1632,1.0
TA-10699,C-1649,1.0
TA-10700,C-1625,1.0
TA-10700,C-1632,1.0
TA-10700,C-0805,1.0
TA-10701,C-1625,1.0
TA-10701,C-1632,1.0
TA-10701,C-2001,1.0
TA-10702,C-2001,1.0
TA-10702,C-0806,1.0
TA-10703,C-2001,1.0
TA-10703,C-0806,1.0
TA-10704,C-0448,1.0
TA-10704,C-0449,1.0
TA-10704,C-1622,1.0
TA-10704,C-1629,1.0
TA-10705,C-0562,1.0
TA-10706,C-0681,1.0
TA-10707,C-1642,1.0
TA-10707,C-2002,1.0
TA-10708,C-1642,1.0
TA-10708,C-2032,1.0
TA-10709,C-1195,1.0
TA-10709,C-0345,2.0
TA-10712,C-1631,2.0
TA-10712,C-0580,2.0
TA-10713,C-1631,2.0
TA-10713,C-0580,2.0
TA-10714,C-1625,2.0
TA-10714,C-1632,2.0
TA-10715,C-1625,1.0
TA-10715,C-1632,1.0
TA-10715,C-1642,1.0
TA-10716,C-1845,2.0
TA-10716,C-1846,2.0
TA-10717,C-1845,2.0
TA-10717,C-1846,2.0
TA-10718,C-1845,2.0
TA-10718,C-1846,2.0
TA-10719,C-1845,2.0
TA-10719,C-1846,2.0
TA-10720,C-1622,2.0
TA-10720,C-1629,2.0
TA-10721,C-1622,2.0
TA-10721,C-1629,2.0
TA-10722,C-1622,2.0
TA-10722,C-1629,2.0
TA-10723,C-1622,2.0
TA-10723,C-1629,2.0
TA-10724,C-1622,2.0
TA-10724,C-1629,2.0
TA-10725,C-1622,2.0
TA-10725,C-1629,2.0
TA-10726,C-1622,2.0
TA-10726,C-1629,2.0
TA-10727,C-1622,2.0
TA-10727,C-1629,2.0
TA-10728,C-1622,2.0
TA-10728,C-1629,2.0
TA-10729,C-1622,2.0
TA-10729,C-1629,2.0
TA-10730,C-1621,1.0
TA-10730,C-1628,1.0
TA-10730,C-1638,1.0
TA-10731,C-1845,2.0
TA-10731,C-1846,2.0
TA-10732,C-0444,2.0
TA-10732,C-0445,2.0
TA-10733,C-0444,2.0
TA-10733,C-0445,2.0
TA-10734,C-1625,1.0
TA-10734,C-1632,1.0
TA-10734,C-1642,1.0
TA-10735,C-0810,1.0
TA-10736,C-1622,1.0
TA-10736,C-1629,1.0
TA-10736,C-1639,1.0
TA-10737,C-1533,1.0
TA-10738,C-1623,2.0
TA-10738,C-1630,2.0
TA-10739,C-1243,2.0
TA-10739,C-1244,2.0
TA-10740,C-2038,2.0
TA-10740,C-0244,1.0
TA-10740,C-0812,1.0
TA-10741,C-1626,2.0
TA-10741,C-1633,2.0
TA-10742,C-1845,2.0
TA-10742,C-1846,2.0
TA-10743,C-1845,2.0
TA-10743,C-1846,2.0
TA-10744,C-1622,1.0
TA-10744,C-1629,1.0
TA-10744,C-1639,1.0
TA-10747,C-1631,2.0
TA-10747,C-0580,2.0
TA-10748,C-1624,2.0
TA-10748,C-1631,2.0
TA-10749,C-1243,2.0
TA-10749,C-1244,2.0
